id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,two_way_audio,release_year
hilook-ptz-n4mp,HiLook,PTZ-N4MP20-IE,ptz,4MP,4,"1/2.8"" CMOS",58-3 horizontal,ir,IP66,false,2022
hilook-thc-b140m,HiLook,THC-B140-M,bullet,4MP HD,4,CMOS,103 horizontal,ir,IP66,false,2021
hilook-thc-t140m,HiLook,THC-T140-M,turret,4MP HD,4,CMOS,107 horizontal,ir,IP66,false,2021
hive-cam-porch-sensor,Hive,Porch Sensor Camera,dome,2K QHD,4,,130h,color,IP44,true,2023
hive-view-indoor,Hive,View Indoor,dome,1080p HD,2,,130 diagonal,ir,IP20,true,2018
hive-view-indoor-2,Hive,View Indoor Gen 2,dome,2K QHD,4,,130h,ir,IP20,true,2022
hive-view-outdoor,Hive,View Outdoor,bullet,1080p HD,2,,130 diagonal,ir,IP65,false,2019
hive-view-outdoor-2,Hive,View Outdoor Gen 2,bullet,2K QHD,4,,130 diagonal,color,IP65,true,2022
honeywell-hcc-ip-3mp-dome,Honeywell,CALIPD-1AI 3MP IP Dome,dome,4MP,4,"1/2.7"" CMOS",100 horizontal,ir,IP66,false,2025
honeywell-hcc-ip-4mp-bullet,Honeywell,CALIPB-1AI 4MP IP Bullet,bullet,4MP,4,"1/2.7"" CMOS",100 horizontal,ir,IP67,false,2025
honeywell-hcc-ip-ptz-25x,Honeywell,HNMPTZ25X 4MP 25x PoE PTZ,ptz,4MP,4,"1/2.8"" CMOS",60-2.5 horizontal,ir,IP66,false,2023
honeywell-pro-320pt,Honeywell,Home Pro 3200PT,ptz,1080p HD,2,CMOS,355 pan / 90 tilt,ir,IP20,true,2022
i-pro-wv-s2236l,i-PRO,WV-S2236L,dome,1080p HD,2,"1/3"" CMOS",100-31 horizontal,color,IK10,false,2021
i-pro-wv-s8530n,i-PRO,WV-S8530N,dome,4K UHD,8,"1/1.7"" CMOS",92-31 horizontal,color,IP66,false,2022
i-pro-wv-x2251l,i-PRO,WV-X2251L,bullet,4K UHD,8,"1/2.3"" CMOS",99-42 horizontal,ir,IP66,false,2023
idis-dc-b8251wx,IDIS,DC-B8251WX,dome,4K UHD,8,"1/1.8"" CMOS",108-37 horizontal,ir,IK10,false,2024
idis-dc-d4516wrx,IDIS,DC-D4516WRX,dome,5MP,5,"1/2.8"" CMOS",101 horizontal,ir,IK10,false,2022
idis-dc-t4516hrx,IDIS,DC-T4516HRX,bullet,5MP,5,"1/2.8"" CMOS",100-42 horizontal,ir,IP66,false,2022
imou-bullet-2-4mp,IMOU,Bullet 2 4MP,bullet,4MP,4,,107h,ir,IP67,false,2023
imou-bullet-2e-5mp,IMOU,Bullet 2E 5MP,bullet,5MP 3K,5,"1/2.7"" CMOS",102 horizontal,color,IP67,false,2023
imou-cell-go,IMOU,Cell Go,bullet,4MP,4,,108h,color,IP66,false,2023
imou-cruiser-2-5mp,IMOU,Cruiser 2 5MP,ptz,5MP 3K,5,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP66,true,2024
imou-cruiser-2-5mp-mena,IMOU,Cruiser 2 5MP (MENA),ptz,5MP 3K,5,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP66,true,2024
imou-cruiser-4g,IMOU,Cruiser 4G,ptz,4MP,4,,355 pan/90 tilt,color,IP66,false,2023
imou-cruiser-se-plus,IMOU,Cruiser SE+,bullet,4MP,4,,107h,color,IP67,false,2023
imou-doorbell-b46lp,IMOU,Doorbell 2MP,covert,1080p HD,2,,130h,ir,IP44,true,2023
imou-go-basic,IMOU,Go Basic 2MP,bullet,1080p HD,2,,107h,ir,IP65,false,2022
imou-indoor-2k,IMOU,Indoor 2K,dome,2K QHD,4,,107h,ir,IP20,true,2023
imou-ranger-2,IMOU,Ranger 2,ptz,1080p HD,2,"1/2.7"" CMOS",355 pan / 85 tilt,ir,IP20,true,2021
imou-ranger-2-vn,IMOU,Ranger 2 (Vietnam),ptz,1080p HD,2,"1/2.7"" CMOS",355 pan / 85 tilt,ir,IP20,true,2021
imou-ranger-s2,IMOU,Ranger S2,ptz,3MP 2K,3,"1/2.7"" CMOS",355 pan / 90 tilt,color,IP20,true,2024
imou-ranger-s2-mena,IMOU,Ranger S2 (MENA),ptz,3MP 2K,3,"1/2.7"" CMOS",355 pan / 90 tilt,color,IP20,true,2024
imou-turret-poe-8mp,IMOU,Turret PoE 8MP,turret,4K UHD,8,,107h,ir,IP67,false,2023
intelbras-im3-wifi-indoor,Intelbras,iM3,dome,1080p HD,2,"1/2.7"" Progressive CMOS",131 diagonal (SuperWide),ir,IP20,true,2022
intelbras-im5-wifi-outdoor,Intelbras,iM5,bullet,3MP 2K,3,CMOS,107 horizontal,color,IP67,false,2024
intelbras-vip-1230-b-g4,Intelbras,VIP 1230 B G4,bullet,1080p HD,2,"1/2.8"" Progressive Scan CMOS",103 horizontal (2.8mm),ir,IP67,false,2022
intelbras-vip-1230-d-g5,Intelbras,VIP 1230 D G5,dome,1080p HD,2,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2023
intelbras-vip-1430-b-g2,Intelbras,VIP 1430 B G2,bullet,4MP QHD,4,"1/2.7"" CMOS",106 horizontal,ir,IP67,false,2023
intelbras-vip-3230-b-sl,Intelbras,VIP 3230 B SL,bullet,1080p HD,2,,103h,color,IP67,true,2023
intelbras-vip-3830-b-ai,Intelbras,VIP 3830 B AI,bullet,4K UHD,8,,107h,color,IP67,false,2024
intelbras-vip-s4020-g2,Intelbras,VIP-S4020-G2,dome,4MP,4,,107h,ir,IP67,false,2022
kbvision-kx-a2012c3-b,KBvision,KX-A2012C3-B,dome,1080p HD,2,"1/2.8"" CMOS",103 horizontal,ir,IP67,false,2023
kbvision-kx-a4k12c2,KBvision,KX-A4K12C2,bullet,4K UHD,8,"1/2.7"" CMOS",102 horizontal,ir,IP67,false,2023
kbvision-kx-a4k21c,KBvision,KX-A4K21C,dome,4K UHD,8,,107h,ir,IP67,false,2023
kbvision-kx-c4002n3,KBvision,KX-C4002N3,bullet,4MP,4,,107h,color,IP67,false,2023
kbvision-kx-c8002n3,KBvision,KX-C8002N3,bullet,4K UHD,8,,107h,color,IP67,false,2024
kedacom-ipc2151-hn-s,Kedacom,IPC2151-HN-S,dome,1080p Full HD,2,"1/2.8"" CMOS",108 horizontal,ir,IP67,false,2020
kedacom-ipc2155-hn-s-z,Kedacom,IPC2155-HN-S-Z,dome,5MP,5,"1/2.7"" CMOS",98-30 horizontal,ir,IP67,false,2021
kedacom-ipc2158-hn-s,Kedacom,IPC2158-HN-S,dome,4K UHD,8,"1/2.8"" CMOS",105 horizontal,ir,IP67,false,2022
kedacom-ipc2352-hn-b,Kedacom,IPC2352-HN-B,bullet,1080p Full HD,2,"1/2.8"" CMOS",86 horizontal,ir,IP67,false,2020
kedacom-ipc2355-hn-b-z,Kedacom,IPC2355-HN-B-Z,bullet,5MP,5,"1/2.7"" CMOS",98-30 horizontal,ir,IP67,false,2021
kedacom-ipc2358-hn-b,Kedacom,IPC2358-HN-B,bullet,4K UHD,8,"1/2.8"" CMOS",87 horizontal,ir,IP67,false,2022
kedacom-ipc2552-hn-x,Kedacom,IPC2552-HN-X,box,1080p Full HD,2,"1/2.8"" CMOS",varies by lens,none,N/A (indoor),false,2020
kedacom-ipc2555-hn-x,Kedacom,IPC2555-HN-X,box,5MP,5,"1/2.7"" CMOS",varies by lens,none,N/A (indoor),false,2021
kedacom-ipc2558-hn-x,Kedacom,IPC2558-HN-X,box,4K UHD,8,"1/2.8"" CMOS",varies by lens,none,N/A (indoor),false,2022
kedacom-ipc2852-hn-pz30,Kedacom,IPC2852-HN-PZ30,ptz,1080p Full HD,2,"1/2.8"" CMOS",64-2.3 horizontal,ir,IP66,false,2020
kedacom-ipc2855-hn-pz30,Kedacom,IPC2855-HN-PZ30,ptz,5MP,5,"1/2.7"" CMOS",64-2.3 horizontal,ir,IP66,false,2021
kedacom-ipc2858-hn-pz30,Kedacom,IPC2858-HN-PZ30,ptz,4K UHD,8,"1/2.8"" CMOS",58-2.1 horizontal,ir,IP66,true,2022
lorex-2kptz,Lorex,2KPTZ,ptz,2K QHD,4,,360 pan / 90 tilt,color,IP65,true,2024
lorex-4klte,Lorex,4KLTE,bullet,4K UHD,8,,120 horizontal,color,IP65,true,2024
lorex-b862aj-canada,Lorex,B862AJ,covert,4K UHD,8,,160 diagonal (head-to-toe),color,IP44,true,2024
lorex-e841cd,Lorex,E841CD,dome,4K UHD,8,"1/2.8"" CMOS",105 horizontal,color,IP67,true,2023
lorex-e891ab,Lorex,E891AB 4K Smart Deterrence Bullet PoE,bullet,4K UHD,8,"1/1.8"" CMOS",111 horizontal,ir,IP67,true,
lorex-e892cd,Lorex,E892CD 4K Color Night Dome PoE,dome,4K UHD,8,"1/1.8"" CMOS",113 horizontal,color,IP67,false,
lorex-e893ab,Lorex,E893AB (4K PoE Smart Deterrence Bullet),bullet,4K UHD,8,,113 horizontal,hybrid,IP67,true,2024
lorex-e896ab,Lorex,E896AB,bullet,4K UHD,8,"1/1.8"" CMOS",111 horizontal,color,IP67,true,2024
lorex-f861as,Lorex,F861AS 4K Spotlight Battery WiFi,bullet,4K UHD,8,,140 horizontal,color,IP65,true,
lorex-lnb9292b-canada,Lorex,LNB9292B Nocturnal N3,bullet,4K UHD,8,"1/2.7"" CMOS",110-32 horizontal,color,IP67,false,2023
lorex-lnb9393,Lorex,LNB9393,bullet,4K UHD,8,"1/1.8"" CMOS",102-33 horizontal,color,IP67,true,2024
lorex-lne9292b-canada,Lorex,LNE9292B Nocturnal N3 Dome,dome,4K UHD,8,"1/2.7"" CMOS",110-32 horizontal,color,IP67,false,2023
lorex-lne9393,Lorex,LNE9393,dome,4K UHD,8,"1/1.8"" CMOS",102-33 horizontal,color,IP67,true,2024
lorex-lnr6100,Lorex,LNR6100,turret,2K QHD,4,"1/2.8"" CMOS",105 horizontal,ir,IP67,false,2023
lorex-u471aa,Lorex,U471AA (2K Wire-Free Spotlight Battery),bullet,2K QHD,4,,113 horizontal,color,IP65,true,2024
lorex-w452asd,Lorex,W452ASD (2K Wired Floodlight),bullet,2K QHD,4,,120 horizontal,color,IP65,true,2023
lorex-w461asc,Lorex,W461ASC,bullet,2K QHD,4,,130 horizontal,color,IP65,true,2023
lorex-w462aq-pantilt,Lorex,W462AQ Pan/Tilt Indoor,ptz,2K QHD,4,,355 pan / 80 tilt,color,IP20,true,2024
lorex-w482cad-canada,Lorex,W482CAD,bullet,2K QHD,4,,113 horizontal,color,IP65,true,2024
lorex-w882asd,Lorex,W882ASD 4K WiFi 6 Spotlight,bullet,4K UHD,8,,130 horizontal,color,IP65,true,
lorex-w891uad,Lorex,W891UAD (4K Dual-Lens WiFi),dual-lens,4K dual-lens 180deg,8,,180 horizontal,color,IP66,true,2024
luma-lum-210-ptz,Luma,LUM-210-PTZ,ptz,1080p FHD,2,"1/2.8"" CMOS",,ir,IP67,true,2022
luma-lum-310-drb,Luma,LUM-310-DRB,bullet,3MP,3,"1/2.8"" CMOS",,ir,IP65,true,2023
luma-lum-410-fis,Luma,LUM-410-FIS,fisheye,1440p QHD,4,"1/2.8"" CMOS",,ir,IP67,false,2022
luma-lum-510-bul,Luma,LUM-510-BUL,bullet,5MP Super HD,5,"1/2.7"" CMOS",,ir,IP67,false,2022
luma-lum-510-dom,Luma,LUM-510-DOM,dome,5MP Super HD,5,"1/2.7"" CMOS",,ir,IP67,false,2022
luma-lum-510-tur,Luma,LUM-510-TUR,turret,5MP Super HD,5,"1/2.7"" CMOS",,ir,IP67,true,2022
luma-lum-810-bul,Luma,LUM-810-BUL,bullet,4K UHD,8,"1/2.8"" CMOS",,ir,IP67,false,2023
luma-lum-810-dom,Luma,LUM-810-DOM,dome,4K UHD,8,"1/2.8"" CMOS",,ir,IP67,false,2023
lupus-le201-wlan,Lupus Electronics,LE201,bullet,1080p HD,2,CMOS,92 horizontal,ir,IP66,false,2019
lupus-le202-wlan,Lupus Electronics,LE202,dome,1080p HD,2,CMOS,107 horizontal,ir,IP66,false,2022
lupus-le203-poe,Lupus Electronics,LE203,bullet,1080p HD,2,CMOS,92 horizontal,ir,IP67,false,2020
lupus-le204-wlan,Lupus Electronics,LE204,dome,4MP QHD,4,CMOS,107 horizontal,ir,IP66,false,2022
lupus-le206-mini,Lupus Electronics,LE206,covert,1080p HD,2,CMOS,120 horizontal,ir,IP20,true,2021
lupus-le207-outdoor,Lupus Electronics,LE207,dome,1080p HD,2,CMOS,107 horizontal,ir,IP67,false,2020
lupus-le209-4k-poe,Lupus Electronics,LE209,dome,4K UHD,8,CMOS,107 horizontal,ir,IP67,false,2023
lupus-le211-wifi,Lupus Electronics,LE211,dome,4MP QHD,4,CMOS,107 horizontal,ir,IP20,true,2023
lupus-le213-ai,Lupus Electronics,LE213,ptz,4MP QHD,4,CMOS,355 pan / 90 tilt,ir,IP20,true,2026
lupus-le215-color,Lupus Electronics,LE215,bullet,4MP QHD,4,CMOS,107 horizontal,color,IP67,false,2024
lupus-le217-wifi-dome,Lupus Electronics,LE217,dome,4K UHD,8,CMOS,107 horizontal,ir,IP67,false,2024
lupus-le221-poe,Lupus Electronics,LE221,bullet,4K UHD,8,CMOS,110-30 horizontal,ir,IP67,false,2022
lupus-le224-poe,Lupus Electronics,LE224,dome,4K UHD,8,CMOS,107 horizontal,ir,IP67,false,2024
lupus-le228-poe,Lupus Electronics,LE228,panoramic,4MP,4,CMOS,360 fisheye,ir,IP66,false,2022
lupus-le231-dual-light,Lupus Electronics,LE231,turret,4MP QHD,4,CMOS,107 horizontal,hybrid,IP67,false,2024
lupus-le232-alarm,Lupus Electronics,LE232,bullet,4MP,4,CMOS,107 horizontal,hybrid,IP67,true,2024
lupus-le233-varifocal,Lupus Electronics,LE233,dome,4K UHD,8,CMOS,110-30 horizontal,ir,IP67,false,2024
lupus-le941-ptz,Lupus Electronics,LE941,ptz,4MP,4,"1/2.8"" CMOS",57-3.3 horizontal,ir,IP66,false,2023
lupus-le941t-4k-ptz,Lupus Electronics,LE941T,ptz,4K UHD,8,"1/2.8"" CMOS",55-2.7 horizontal,ir,IP66,false,2024
lupus-le942-ptz-outdoor,Lupus Electronics,LE942,ptz,4MP,4,"1/2.8"" CMOS",58-3.3 horizontal,ir,IP66,false,2023
march-networks-me4-series,March Networks,ME4 Series,dome,1440p QHD,4,"1/3"" CMOS",,ir,IP66,false,2022
march-networks-me8,March Networks,ME8,dome,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,false,2023
march-networks-pt8,March Networks,PT8,ptz,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,true,2023
march-networks-se2,March Networks,SE2,bullet,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,false,2021
march-networks-se4,March Networks,SE4,bullet,1440p QHD,4,"1/3"" CMOS",,ir,IP66,false,2022
march-networks-va8,March Networks,VA8,dome,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,false,2023
milesight-ms-c2942-epb,Milesight,MS-C2942-EPB,fisheye,2MP Fisheye,2,"1/2.8"" Progressive Scan CMOS",360 horizontal,ir,IP66,false,2022
milesight-ms-c2961-rlpb,Milesight,MS-C2961-RLPB,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",92-33 horizontal,ir,IP67,false,2023
milesight-ms-c2962-fpb,Milesight,MS-C2962-FPB,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",109 horizontal,ir,IP67,false,2022
milesight-ms-c2964-fpd,Milesight,MS-C2964-FPD,turret,1080p,2,"1/2.8"" Progressive Scan CMOS",109 horizontal,ir,IP67,false,2022
milesight-ms-c2971-x30rpc,Milesight,MS-C2971-X30RPC,ptz,1080p,2,"1/2.8"" Starlight CMOS",57.6-2.4 horizontal,ir,IP66,false,2023
milesight-ms-c2972-fpb,Milesight,MS-C2972-FPB,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",109-30 horizontal,ir,IP67,false,2022
milesight-ms-c2983-pb,Milesight,MS-C2983-PB,bullet,1080p,2,"1/2.8"" Starlight CMOS",109 horizontal,hybrid,IP67,true,2023
milesight-ms-c4462-fpb,Milesight,MS-C4462-FPB,bullet,4MP QHD,4,"1/2.7"" Progressive Scan CMOS",102 horizontal,ir,IP67,false,2022
milesight-ms-c5362-fpa,Milesight,MS-C5362-FPA,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",101 horizontal,ir,IP67,false,2022
milesight-ms-c5372-fpm,Milesight,MS-C5372-FPM,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",101-30 horizontal,ir,IP67,false,2022
milesight-ms-c5376-fpe,Milesight,MS-C5376-FPE,turret,5MP,5,"1/2.7"" Progressive Scan CMOS",101 horizontal,ir,IP67,false,2022
milesight-ms-c5383-pb,Milesight,MS-C5383-PB,bullet,5MP,5,"1/2.7"" Starlight CMOS",101 horizontal,hybrid,IP67,true,2023
milesight-ms-c8172-fpa,Milesight,MS-C8172-FPA,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",112 horizontal,ir,IP67,false,2023
milesight-ms-c8262-fpb,Milesight,MS-C8262-FPB,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",112 horizontal,ir,IP67,false,2023
milesight-ms-c9674-pb,Milesight,MS-C9674-PB,panoramic,12MP 180° Panoramic,12,"1/1.8"" CMOS (x2)",180 horizontal,ir,IP67,false,2023
mobotix-c71,Mobotix,C71,dome,4K UHD,4,,100h,ir,IP66,false,2022
mobotix-d71,Mobotix,D71,dome,4K UHD or 4MP ULL,8,"1/2"" 4K UHD or 4MP ULL CMOS (selectable)",,ir,IP66,true,
mobotix-m73,Mobotix,M73,dome,Up to 12MP (sensor-dependent),12,Interchangeable: 4K UHD / 12MP / 4MP ULL / hemispheric sensor modules,,hybrid,IP66,true,
mobotix-m73-6mp,Mobotix,M73 6MP,dome,6MP,6,"1/1.8"" CMOS",,color,IP66,true,2023
mobotix-p71,Mobotix,P71,ptz,4K UHD,8,"1/2.5"" CMOS",60-2.3 horizontal,ir,IP66,false,
mobotix-q71,Mobotix,Q71,fisheye,12MP,12,"1/1.7"" 12MP CMOS",360 (ceiling) / 180 (wall),hybrid,IP66,true,
mobotix-s74,Mobotix,S74,dome,Up to 12MP (sensor-dependent),12,Interchangeable: 4K / 12MP / hemispheric modules,,hybrid,IP42,true,
mobotix-s74-dual,Mobotix,S74 Dual Sensor,dual-lens,2x6MP dual sensor,12,"2x 1/1.8"" CMOS",,color,IP66,true,2022
mobotix-v71,Mobotix,V71,box,4K UHD,4,,100h,none,IP30,false,2022
netatmo-smart-indoor-camera,Netatmo,Smart Indoor Camera,dome,1080p HD,4,,130 diagonal,ir,IP20,true,2015
netatmo-smart-indoor-camera-at,Netatmo,Smart Indoor Camera (AT/CH),dome,1080p HD,4,,130 diagonal,ir,IP20,true,2015
netatmo-smart-outdoor-camera,Netatmo,Smart Outdoor Camera,bullet,1080p HD,4,,100 horizontal,ir,IP66,false,2016
netatmo-smart-outdoor-camera-siren,Netatmo,Smart Outdoor Camera with Siren,bullet,1080p HD,4,,100 horizontal,ir,IP66,false,2021
netatmo-smart-outdoor-camera-with-siren,Netatmo,"Smart Outdoor Camera (Presence, with Siren)",bullet,1080p HD,4,,100 horizontal,ir,IP66,false,2021
netatmo-smart-video-doorbell,Netatmo,Smart Video Doorbell,covert,1080p+ 4:3,4,,165 diagonal,ir,IP44,true,2021
pelco-exsite-enhanced-esf233-ew1,Pelco,ExSite Enhanced ESF233-EW1,dome,1080p,2,"1/2.8"" CMOS",96-34 horizontal,ir,IP67,false,2021
pelco-exsite-enhanced-esp232-ewi,Pelco,ExSite Enhanced ESP232-EWI,ptz,1080p,2,"1/2.8"" CMOS",59.2-2.4 horizontal,ir,IP67,false,2021
pelco-optera-4k-imo-panoramic,Pelco,Optera 4K IMM12036-1EIPQ,panoramic,12MP Panoramic,12,"1/2.7"" CMOS (x4)",360 horizontal,ir,IP66,false,2021
pelco-optera-imm12027-1ep,Pelco,Optera IMM12027-1EP,panoramic,12MP Panoramic,12,"1/2.7"" CMOS (x3)",270 horizontal,ir,IP66,false,2020
pelco-sarix-enhanced-4-ibv532-1er,Pelco,Sarix Enhanced 4 IBV532-1ER,turret,5MP,5,"1/2.7"" CMOS",108 horizontal,ir,IP66,false,2022
pelco-sarix-enhanced-4-ime432-1ers,Pelco,Sarix Enhanced 4 IME432-1ERS,dome,3MP,3,"1/2.8"" CMOS",96-34 horizontal,ir,IP66,false,2022
pelco-sarix-enhanced-4-ime532-1irs,Pelco,Sarix Enhanced 4 IME532-1IRS,dome,5MP,5,"1/2.7"" CMOS",98-34 horizontal,ir,IP66,false,2022
pelco-sarix-enhanced-4-ime832-1irs,Pelco,Sarix Enhanced 4 IME832-1IRS,dome,4K UHD,8,"1/1.8"" CMOS",100-33 horizontal,ir,IP66,false,2023
pelco-sarix-professional-4-imp231-1ers,Pelco,Sarix Professional 4 IMP231-1ERS,bullet,1080p,2,"1/2.8"" CMOS",96-34 horizontal,ir,IP67,false,2021
pelco-sarix-professional-4-imp531-1ers,Pelco,Sarix Professional 4 IMP531-1ERS,bullet,5MP,5,"1/2.7"" CMOS",98-34 horizontal,ir,IP67,false,2022
pelco-sarix-professional-4-imp831-1irs,Pelco,Sarix Professional 4 IMP831-1IRS,bullet,4K UHD,8,"1/1.8"" CMOS",100-33 horizontal,ir,IP67,false,2023
pelco-sarix-value-ive232-1ers,Pelco,Sarix Value IVE232-1ERS,bullet,1080p,2,"1/2.8"" CMOS",108 horizontal,ir,IP66,false,2021
pelco-spectra-enhanced-7-s7230l-ew1,Pelco,Spectra Enhanced 7 S7230L-EW1,ptz,1080p,2,"1/2.8"" CMOS",59.2-2.4 horizontal,ir,IP66,false,2022
pelco-spectra-enhanced-7-s7240l-ew1,Pelco,Spectra Enhanced 7 S7240L-EW1,ptz,1080p,2,"1/2.8"" CMOS",59.2-1.8 horizontal,ir,IP66,false,2022
pelco-spectra-professional-4k-s6230-fwl1,Pelco,Spectra Professional 4K S6230-FWL1,ptz,4K UHD,8,"1/1.8"" CMOS",54-2.1 horizontal,ir,IP66,true,2023
provision-isr-dai-280ipe,Provision-ISR,DAI-280IPE,dome,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,true,
provision-isr-dai-340ipe,Provision-ISR,DAI-340IPE,dome,1440p QHD,4,"1/3"" CMOS",,ir,IP66,true,
provision-isr-di-340ipvf,Provision-ISR,DI-340IPVF,dome,1440p QHD,4,"1/3"" CMOS",,ir,IP66,false,
provision-isr-di2-340ipe,Provision-ISR,DI2-340IPE,dome,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,false,
provision-isr-i2-340ipe,Provision-ISR,I2-340IPE,bullet,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,false,
provision-isr-i4-340ipvf,Provision-ISR,I4-340IPVF,bullet,1440p QHD,4,"1/3"" CMOS",,ir,IP66,false,
provision-isr-i5-340ipvf,Provision-ISR,I5-340IPVF,bullet,5MP,5,"1/2.7"" CMOS",,ir,IP66,false,
provision-isr-i8-340ips,Provision-ISR,I8-340IPS,bullet,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,false,
provision-isr-s-340ipe,Provision-ISR,S-340IPE,turret,1440p QHD,4,"1/3"" CMOS",,ir,IP66,true,
provision-isr-z-340ipe,Provision-ISR,Z-340IPE,ptz,1440p QHD,4,"1/2.8"" CMOS",,ir,IP66,true,
qubo-bullet-cam-pro,Qubo,Bullet Cam Pro,bullet,3MP 2K,3,CMOS,107 horizontal,color,IP66,false,2023
qubo-doorbell-cam,Qubo,Smart Video Doorbell,covert,1080p HD,2,,156 diagonal,color,IP44,true,2024
qubo-smart-cam-360-3mp,Qubo,Smart Cam 360° 3MP,ptz,3MP 2K,3,CMOS,360 pan / 90 tilt,color,IP20,true,2022
qubo-smart-cam-360-pro-4mp,Qubo,Smart Camera 360° Pro 4MP,ptz,4MP QHD,4,CMOS,360 pan / 90 tilt,color,IP20,true,2024
reolink-altas-pt-ultra,Reolink,Altas PT Ultra,ptz,4K UHD,8,,360 pan/90 tilt,color,IP67,true,2024
reolink-argus-2,Reolink,Argus 2,bullet,1080p HD,2,,130 diagonal,ir,IP65,true,2019
reolink-argus-2e,Reolink,Argus 2E,bullet,3MP 2K,3,,120 diagonal,ir,IP65,true,2021
reolink-argus-3-2k,Reolink,Argus 3 2K,bullet,2K QHD,4,,122 diagonal,color,IP65,true,2022
reolink-argus-3-pro,Reolink,Argus 3 Pro,bullet,5MP,5,"1/2.7"" CMOS",105 horizontal / 55 vertical,hybrid,IP65,true,2021
reolink-argus-3-pro-au,Reolink,Argus 3 Pro (Australia),bullet,5MP 3K,5,CMOS,122 diagonal,color,IP65,true,2022
reolink-argus-3-ultra,Reolink,Argus 3 Ultra,bullet,4K UHD,8,"1/2.7"" CMOS",105 horizontal / 55 vertical,hybrid,IP65,true,2023
reolink-argus-4-pro,Reolink,Argus 4 Pro,bullet,4K UHD,8,"1/2.7"" CMOS",105 horizontal,hybrid,IP66,true,2024
reolink-argus-4-pro-at,Reolink,Argus 4 Pro (Austria),dual-lens,4K dual-lens 180deg,8,"1/2.7"" CMOS",180 horizontal,color,IP66,true,2024
reolink-argus-5-pro,Reolink,Argus 5 Pro,bullet,4K UHD,8,,130 diagonal,color,IP67,true,2025
reolink-argus-b60,Reolink,Argus B60,bullet,4K UHD,8,"1/2.7"" CMOS",105 horizontal,hybrid,IP65,true,2023
reolink-argus-eco,Reolink,Argus Eco,bullet,1080p HD,2,,120 diagonal,ir,IP65,true,2020
reolink-argus-magicam,Reolink,Argus MagiCam,covert,2K,4,CMOS,110 diagonal,color,IP65,true,2026
reolink-argus-pro,Reolink,Argus Pro,bullet,1080p HD,2,,130 diagonal,ir,IP65,true,2018
reolink-argus-pt,Reolink,Argus PT,ptz,2K QHD,4,,355 pan/140 tilt,ir,IP65,true,2021
reolink-argus-pt-2k,Reolink,Argus PT 2K,ptz,2K QHD,4,,355 pan/90 tilt,color,IP65,true,2023
reolink-argus-pt-ultra,Reolink,Argus PT Ultra,ptz,4K UHD,8,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP66,true,2024
reolink-argus-track,Reolink,Argus Track,ptz,4K UHD,8,"1/2.7"" CMOS",87 horizontal,hybrid,IP65,true,2024
reolink-b1200,Reolink,B1200,bullet,12MP,12,,80 horizontal,ir,IP67,false,2022
reolink-b400,Reolink,B400,bullet,4MP,4,,80 horizontal,ir,IP67,false,2020
reolink-b500,Reolink,B500,bullet,5MP,5,,80 horizontal,ir,IP67,false,2021
reolink-b800,Reolink,B800,bullet,4K UHD,8,,80 horizontal,ir,IP67,false,2021
reolink-cx410,Reolink,CX410,bullet,2K,4,"1/1.8"" CMOS",93 horizontal,color,IP67,true,2023
reolink-cx810,Reolink,CX810,bullet,4K UHD,8,"1/1.8"" CMOS",93 horizontal,color,IP67,true,2024
reolink-cx810-wifi,Reolink,CX810W,bullet,4K UHD,8,"1/1.8"" CMOS",93 horizontal,color,IP67,true,2024
reolink-cx820,Reolink,CX820,dome,4K UHD,8,"1/1.8"" CMOS",87 horizontal,color,IP67,true,2024
reolink-d1200,Reolink,D1200,dome,12MP,12,,80 horizontal,ir,IP67,false,2022
reolink-d400,Reolink,D400,dome,4MP,4,,80 horizontal,ir,IP67,false,2020
reolink-d500,Reolink,D500,dome,5MP,5,,80 horizontal,ir,IP67,false,2021
reolink-d800,Reolink,D800,dome,4K UHD,8,,80 horizontal,ir,IP67,false,2021
reolink-duo-2-lte,Reolink,Duo 2 LTE,bullet,16MP 180° dual-lens,16,,180 horizontal,color,IP65,true,2023
